id,is_iceberg
5941774d,0.02017976902425289
4023181e,0.43715009093284607
b20200e4,0.0006704892148263752
e7f018bb,0.9993414282798767
4371c8c3,0.0261943731456995
a8d9b1fd,0.4924485385417938
29e7727e,0.03541560843586922
92a51ffb,0.9998775124549866
c769ac97,9.952655233291807e-08
aee0547d,8.246042284554278e-07
565b28ac,8.507777948807416e-08
e04e9775,0.09471028298139572
8e8161d1,0.0002694385184440762
4cf4d256,0.35766246914863586
139e5324,0.014796706847846508
f156976f,0.0026869364082813263
68a117cc,0.02749003656208515
d9aa7a56,0.01784934289753437
9005b143,0.04255405068397522
5f6d3988,0.956738293170929
9ad70954,0.026755979284644127
b9087b9e,0.5978386998176575
a39a1427,0.2536346912384033
82fbe8ed,0.005287876818329096
1fae4879,1.331385141023489e-10
6dd8f13d,0.0005238295416347682
bbad5958,0.04579635336995125
54527583,0.08719591051340103
be8fa29c,0.012991749681532383
81a3328f,0.999345600605011
1a3c0ab3,2.7118712750962004e-06
4deeeb8b,0.6841452717781067
ac6d5632,0.13970471918582916
472dadb5,0.10123270750045776
96093f95,0.8639581799507141
f5b4e3df,0.9865837693214417
e01a3c92,0.013724320568144321
001680af,0.20990419387817383
8e639f33,0.1170763447880745
a2c16612,0.8921629786491394
a6d76474,3.476189522189088e-05
19c47684,0.30887365341186523
015827b6,0.00749399745836854
7df7f7ce,0.003648065961897373
0bbf1a3f,0.7964369654655457
636cfbb7,0.8478482365608215
7370030a,0.9998340606689453
43aa97ad,2.9250186344143003e-06
ba2b5e63,0.9998750686645508
dfdd335b,0.24120020866394043
e79b13dc,0.001681084861047566
dc32b195,0.6060335040092468
6d868590,0.9921004176139832
75fa59aa,0.051038920879364014
ffe50836,0.07073424011468887
a7bfd784,0.9937267303466797
b3d569e3,1.2505212907854002e-05
6c538c5b,0.14376334846019745
5c7c15f4,0.00025240055401809514
0b745139,0.007469520438462496
fd14608e,0.10260956734418869
f0bc8305,0.0330769307911396
a10ccb28,0.9999334216117859
543304c7,0.4342961013317108
6c3a4078,1.118489856288818e-09
9b73cc75,0.14531512558460236
5c6c71b1,0.027209768071770668
09ee9186,0.06148706004023552
207c35cf,0.10517793893814087
153c813e,3.7595279991364805e-06
5605d58b,0.8078737854957581
642ca396,0.0004130671441089362
d32d72c0,0.08452156186103821
16646a17,0.9719091057777405
384074af,0.10784640908241272
69bf1e8c,0.556827962398529
9e90a054,0.5278679728507996
89dbe7f7,0.999579131603241
dbd27d22,0.5010809302330017
a2ea1561,0.08205613493919373
d63402af,0.07519582659006119
1ac8bb92,0.994123637676239
8beffca5,0.03074280358850956
46741f3e,0.004921036772429943
e5ee6aa7,0.0007523467647843063
5ecd892b,0.575614869594574
69892166,0.00038279464934021235
2f725a81,0.01862083189189434
810abfe4,0.0007459686603397131
e6f973e6,0.2711505591869354
c60a5c46,0.02462257258594036
c42b9e08,0.3273890018463135
c3f00c23,0.0037062466144561768
5307fdb8,0.9927322268486023
3e4f005e,0.00032125323195941746
4a4cc2e0,0.7760123610496521
9bdd88d1,9.831726544007324e-09
0d832bed,0.011568990536034107
14a134fa,0.03218589350581169
78a41676,0.0025919072795659304
0bd4658e,0.14604467153549194
4a311bb0,0.8283624649047852
f939c817,0.26764190196990967
956adc4d,0.9986810684204102
f8a119f5,0.5755668878555298
61faa1ad,0.07948163896799088
6725eb3e,0.017161542549729347
17b3a8fd,0.0389535129070282
49a88dfc,4.391788752400316e-05
2d6ec645,0.5747672915458679
0d4d77ba,0.6655299067497253
3ee672a2,0.9999823570251465
738b41fd,0.19930870831012726
f7fb320d,0.551863431930542
b42fad18,2.183769112207301e-07
4ab8b00a,0.3487052023410797
f7870f2b,0.022642798721790314
4978666a,0.6702601909637451
f1b0d6c7,0.0032711371313780546
5642407f,0.0020805527456104755
36d4ff92,0.9925405383110046
4139aba2,0.2693670690059662
7585ce58,0.5358466506004333
33e25984,0.9975520968437195
ac46f3c9,0.02823660336434841
fc34a5b8,0.45580315589904785
85c36a8f,0.6709256172180176
b2d8a426,0.28955599665641785
13ec60d1,0.8365285992622375
9d440f42,0.06348031014204025
1c0a891e,0.5175296664237976
981c3bc3,0.9999629855155945
295604f4,0.2283720225095749
16ca16c3,0.006499920040369034
b4dda837,0.05269120633602142
88d088ef,0.008834346197545528
1b4fa160,0.13566653430461884
f371bd82,0.006631495896726847
b130a0b7,0.9983275532722473
ebf1de82,0.25425755977630615
01e651c3,0.002946447813883424
51b1fecc,0.13278287649154663
fa635a31,0.00018854533846024424
97b7d789,0.011680856347084045
2f598053,0.02571248821914196
c0e3e148,0.24446804821491241
cfa175a8,0.16381628811359406
3d7e09d8,0.9621878266334534
44a13d1b,0.960550844669342
c66b0948,0.5013088583946228
976a6d64,0.012289338745176792
8bbd8909,0.8895580172538757
522890fd,0.013670320622622967
f23a3b95,0.36441168189048767
680039dc,0.07472909241914749
93028e53,0.04027627035975456
22a16932,0.026382019743323326
7d8126d2,0.008540105074644089
ba2ecd75,7.599602197538857e-11
8071bdd7,0.22983545064926147
96d5aeee,3.0168188459356315e-05
154be68f,0.9419670104980469
d8c2bfe2,0.9838264584541321
f76d47b0,0.008655634708702564
0e781ade,0.00024480544379912317
13cf6060,6.117052975262993e-10
cd99f710,0.021194471046328545
d10005bb,0.005565399304032326
3a31445f,0.9997833371162415
3157202d,0.015917187556624413
6ee64703,0.537015438079834
e5de8685,0.0730830505490303
02cc70ba,0.010163456201553345
50984a87,0.8529209494590759
fa94957a,0.9937765002250671
eab406b4,0.15511544048786163
3ad39398,0.35613158345222473
9ecf3802,0.06282318383455276
6048ae7b,1.0986768756993115e-06
9dc68871,0.0031680662650614977
13701465,0.42873847484588623
8d8779f3,0.00013587635476142168
0712f269,0.05921176075935364
722c2597,8.216603418986779e-06
478a2b08,0.6567407250404358
38f5fb41,0.32321032881736755
c52ad74d,0.999825656414032
0c85fd09,2.175959856742793e-09
f1582cba,0.7333284020423889
ff836697,0.903838574886322
ddfe4802,0.005468887742608786
3cef3bc7,0.9870153069496155
6a21542b,0.27458348870277405
150e23c4,0.9941127300262451
078c6d99,0.9680789113044739
1dcd1dc3,0.004791609942913055
39967e45,0.6485911011695862
6b6333aa,1.013997575682879e-06
4ae61433,0.02313654124736786
f96362e0,0.012072543613612652
97a88aac,0.001317647285759449
427ae8ce,0.020105578005313873
209d4b15,0.012925553135573864
64b453bd,4.5803085413353983e-07
0f5a484e,0.6233144402503967
5ac74969,0.6394267678260803
736ed43e,0.18139231204986572
8533795f,0.06356065720319748
f5b54fb6,0.4927235543727875
6eb4c041,0.32487085461616516
97afdf42,0.8957929611206055
1bb488db,0.04056777432560921
f132e44d,0.004877712577581406
d3c2f140,0.0493459589779377
1756794d,0.7304744720458984
9efcc11f,0.0005382185918278992
14c966cf,0.6269130110740662
59cfe4d1,0.4127120077610016
883151f4,0.002923717489466071
34c4c9ff,0.3951590061187744
70b4c2eb,0.7346420884132385
96a337d9,0.7306211590766907
7fe89ffa,0.6683230996131897
057c7a22,7.482031350036777e-08
451cc057,0.1324303299188614
05076700,1.0012303391704336e-05
dc52f6c1,0.01930099166929722
b03a59f9,0.02390112169086933
129ed4b0,0.7213268280029297
fb611563,0.9806630611419678
ac32e6f1,0.608166515827179
c05c5ab0,0.5693739056587219
3163d5ed,0.02126247249543667
02096ca4,0.6508275866508484
e92496c0,0.0024357344955205917
1a9e2c50,0.9806259274482727
0864e334,0.7284100651741028
d976faeb,0.4519871771335602
1d7b342f,0.01553074549883604
281bc1ea,3.64055068757807e-07
bea9f0cf,0.6805709004402161
f4afa0e6,3.5681843590928963e-10
e1b5ef69,0.13581572473049164
b50539fd,0.0065286047756671906
2a8c9c15,0.6778364181518555
157ebb0c,0.9863142967224121
247d3614,0.00028041432960890234
0c6cc0cb,0.037172239273786545
aae88d39,0.004613237455487251
0c77b464,0.002057106466963887
963cf5ea,0.025303885340690613
1b371d8b,0.7781128883361816
225bc00f,9.069693078345153e-06
bc0a4eec,0.0023256291169673204
1099782e,0.08458127826452255
a18feadd,0.9897391200065613
ad7f4932,0.09989704936742783
5f8f831e,0.7384818196296692
b5167c35,0.0019060020567849278
0230b06d,0.26896628737449646
